TypeName,Inches,ScreenResolution,Cpu,Ram,OpSys,Weight,Price_euros,TouchScreen,HDD,SSD,SSHD,FStorage
2 in 1 Convertible,13.3,1920x1080,Intel i5,8,Windows 10,1.48,1629.0,Yes,0,256,0,0
Workstation,15.6,1920x1080,Intel i7,8,Windows 7,2.59,2229.0,No,0,256,0,0
2 in 1 Convertible,13.3,2560x1440,Intel i7,8,Windows 10,1.48,1799.0,Yes,0,256,0,0
Workstation,15.6,1920x1080,Intel i7,8,Windows 7,2.0,1899.0,No,0,256,0,0
Ultrabook,12.5,1920x1080,Intel i7,8,Windows 7,1.26,2296.95,No,0,256,0,0
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,2.18,1009.9,No,0,256,0,0
Notebook,15.6,1920x1080,Intel i5,8,Windows 7,1.88,1579.0,No,0,256,0,0
2 in 1 Convertible,14.0,2560x1440,Intel i7,8,Windows 10,1.27,2339.0,Yes,0,256,0,0
Notebook,15.6,1366x768,Intel i3,4,No OS,1.9,339.0,No,1000,0,0,0
Notebook,15.6,1366x768,AMD E,4,Windows 10,1.86,297.0,No,500,0,0,0
Notebook,15.6,1920x1080,Intel i5,8,No OS,2.32,599.0,No,1000,0,0,0
Gaming,15.6,1920x1080,Intel i7,8,Windows 10,2.62,1199.0,No,1000,0,0,0
Notebook,15.6,3840x2160,Intel i5,8,Windows 10,2.04,2250.68,Yes,0,256,0,0
Notebook,15.6,1920x1080,AMD A6,4,Windows 10,1.91,478.89,No,0,256,0,0
Gaming,17.3,1920x1080,Intel i7,16,Windows 10,2.7,1492.8,No,1000,256,0,0
Ultrabook,14.0,1920x1080,Intel i7,12,Windows 7,1.4,2299.0,No,0,512,0,0
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,2.5,788.49,No,0,0,1000,0
2 in 1 Convertible,13.3,2560x1440,Intel i7,8,Windows 10,1.48,2041.0,Yes,0,512,0,0
Ultrabook,14.0,1920x1080,Intel i7,8,Windows 7,1.7,1499.0,No,0,256,0,0
Gaming,14.0,1920x1080,Intel i7,16,Windows 10,1.7,1769.0,No,1000,256,0,0
Gaming,15.6,1920x1080,Intel i7,8,Windows 10,2.62,899.0,No,1000,0,0,0
Notebook,15.6,1366x768,Intel i3,8,Windows 10,2.2,459.0,No,1000,0,0,0
Notebook,15.6,1366x768,Intel i5,4,No OS,2.1,476.99,No,500,0,0,0
Gaming,15.6,3840x2160,Intel i7,8,Windows 10,2.62,1498.0,No,1000,128,0,0
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,1.95,1390.0,No,0,256,0,0
Notebook,15.6,1920x1080,Intel i3,4,Windows 10,2.2,468.0,No,1000,0,0,0
Notebook,14.0,1366x768,Intel Celeron,2,Windows 10,1.44,249.0,No,0,0,0,32
Gaming,15.6,1920x1080,Intel i7,8,Windows 10,2.2,839.0,No,1000,0,0,0
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,1.96,679.0,No,0,256,0,0
Notebook,15.6,1920x1080,Intel i7,16,Windows 10,2.1,1159.0,No,0,512,0,0
Notebook,15.6,1366x768,Intel Celeron,4,Windows 10,2.2,369.0,No,500,0,0,0
Notebook,15.6,1366x768,Intel i5,4,No OS,2.1,398.0,No,500,0,0,0
Notebook,15.6,1920x1080,Intel i7,8,No OS,2.2,709.0,No,1000,0,0,0
Notebook,14.0,1920x1080,Intel i3,4,Windows 10,2,769.0,No,0,256,0,0
Notebook,15.6,1920x1080,Intel i7,4,Windows 7,2.32,825.0,No,0,0,1000,0
Gaming,15.6,1920x1080,Intel i7,16,Windows 10,3.31,1305.0,No,0,512,0,0
Gaming,15.6,1920x1080,Intel i7,16,Windows 10,1.91,2153.37,No,1000,128,0,0
Notebook,15.6,1366x768,Intel i3,4,Windows 10,2.07,650.0,No,500,0,0,0
2 in 1 Convertible,14.0,2560x1440,Intel i5,8,Windows 10,1.36,1637.0,Yes,0,256,0,0
Ultrabook,15.6,1920x1080,Intel i7,6,Windows 10,1.54,831.0,No,0,256,0,0
Notebook,15.6,1920x1080,Intel i7,8,Linux,1.98,895.01,No,0,256,0,0
Notebook,15.6,1366x768,Intel Celeron,4,Windows 10,2.1,333.0,No,500,0,0,0
Notebook,15.6,1920x1080,Intel i7,6,Windows 10,2.18,799.0,No,1000,0,0,0
Gaming,15.6,1920x1080,Intel i7,8,Windows 10,2.59,909.0,No,1000,256,0,0
2 in 1 Convertible,15.6,1920x1080,Intel i7,16,Windows 10,2.09,1179.0,Yes,0,512,0,0
Notebook,15.6,1920x1080,Intel i5,4,Windows 10,2.23,691.0,No,0,256,0,0
Ultrabook,13.3,3200x1800,Intel i5,8,Linux,1.23,1099.0,Yes,0,256,0,0
Gaming,17.3,1920x1080,Intel i7,16,Windows 10,4.2,2599.0,No,1000,256,0,0
Gaming,15.6,1920x1080,Intel i5,8,Windows 10,2.4,819.0,No,1000,0,0,0
2 in 1 Convertible,12.3,2400x1600,Samsung,4,Chrome OS,1.15,659.0,Yes,0,0,0,32
Notebook,15.6,1366x768,Intel i5,4,Windows 10,1.86,485.0,No,500,0,0,0
Ultrabook,12.0,2304x1440,Intel M ,8,Mac OS X,0.92,1163.0,No,0,0,0,256
2 in 1 Convertible,13.3,1920x1080,Intel i5,8,Windows 10,1.6,1199.0,Yes,0,256,0,0
Notebook,15.6,1920x1080,Intel i7,12,Windows 10,2.21,1327.0,No,1000,128,0,0
Notebook,15.6,1366x768,Intel i3,4,No OS,1.9,368.0,No,1000,0,0,0
Gaming,17.3,1920x1080,Intel i7,16,Windows 10,4.3,2150.0,No,1000,512,0,0
Notebook,15.6,1366x768,Intel Celeron,4,Linux,2.1,272.0,No,1000,0,0,0
Gaming,17.3,1920x1080,Intel i7,16,Windows 10,2.43,2048.9,No,1000,256,0,0
Notebook,15.6,1366x768,Intel i3,4,Windows 10,2.3,499.0,No,0,128,0,0
Notebook,15.6,1366x768,Intel i7,8,No OS,2.2,629.0,No,500,0,0,0
2 in 1 Convertible,15.6,1920x1080,Intel i7,16,Windows 10,2,1285.0,Yes,0,512,0,0
Ultrabook,13.3,3200x1800,Intel i7,16,Windows 10,1.2,2680.0,Yes,0,512,0,0
Gaming,15.6,1920x1080,Intel i7,8,Windows 10,2.2,1169.0,No,1000,0,0,0
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,2.36,889.0,No,0,256,0,0
Notebook,15.6,1366x768,Intel i5,8,Windows 10,1.91,579.0,No,0,256,0,0
Notebook,15.6,1366x768,AMD E,4,Windows 10,2.2,299.0,No,500,0,0,0
Notebook,17.3,1600x900,Intel i3,8,Windows 10,3.3,629.0,No,1000,0,0,0
Gaming,15.6,1920x1080,Intel i7,16,Windows 10,2.2,2449.0,No,1000,256,0,0
Ultrabook,12.0,2304x1440,Intel M ,8,Mac OS X,0.92,1279.0,No,0,0,0,512
Notebook,15.6,1920x1080,Intel i7,16,Windows 10,2.2,1749.0,No,1000,128,0,0
Gaming,17.3,1920x1080,Intel i7,16,Windows 10,2.43,1948.99,No,1000,256,0,0
2 in 1 Convertible,15.6,1920x1080,Intel i5,8,Windows 10,2.19,999.0,Yes,0,256,0,0
Gaming,17.3,1920x1080,Intel i7,16,Windows 10,2.9,1949.0,No,1000,256,0,0
Netbook,11.6,1366x768,Intel Celeron,2,Chrome OS,1.3,174.0,No,0,32,0,0
Notebook,17.3,1600x900,Intel i3,4,Windows 10,3.3,598.0,No,1000,0,0,0
Notebook,17.3,1600x900,Intel i5,8,No OS,2.8,539.0,No,1000,0,0,0
Gaming,15.6,1920x1080,Intel i7,8,Windows 10,2.6,1272.0,No,1000,128,0,0
2 in 1 Convertible,14.0,1920x1080,Intel i7,8,Windows 10,1.2,1149.0,Yes,0,256,0,0
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,2.3,1529.0,No,0,256,0,0
Gaming,15.6,1920x1080,Intel i7,8,Windows 10,2.2,1476.11,No,1000,128,0,0
Notebook,15.6,1920x1080,AMD A12,6,Windows 10,2.1,529.0,No,1000,0,0,0
Ultrabook,12.5,1920x1080,Intel i5,8,Windows 7,1.26,1713.37,Yes,0,256,0,0
2 in 1 Convertible,15.0,1920x1080,Intel i3,4,Windows 10,2.08,509.0,Yes,500,0,0,0
Notebook,15.6,1366x768,Intel Pentium,4,Windows 10,2.65,309.0,No,1000,0,0,0
Ultrabook,13.3,3200x1800,Intel i7,8,Windows 10,1.29,1477.0,Yes,0,256,0,0
Notebook,15.6,1366x768,Intel i5,4,Linux,2.18,521.86,No,1000,0,0,0
Gaming,15.6,1920x1080,Intel i7,16,Windows 10,2.6,1029.0,Yes,1000,128,0,0
Gaming,15.6,1920x1080,Intel i7,8,Windows 10,2.2,1149.0,No,1000,128,0,0
Netbook,12.5,1920x1080,Intel i7,16,Windows 10,1.3,1650.0,Yes,0,512,0,0
Gaming,14.0,1920x1080,Intel i7,16,Windows 10,1.95,3499.0,No,0,1000,0,0
Notebook,15.6,1366x768,Intel i3,8,Windows 10,2.3,469.01,Yes,1000,0,0,0
Gaming,17.3,1920x1080,Intel i7,16,Windows 10,2.7,1598.0,No,1000,256,0,0
Ultrabook,11.6,1366x768,Intel i5,4,Mac OS X,1.08,959.0,No,0,0,0,256
Notebook,15.6,1920x1080,Intel i3,4,Windows 10,2.1,478.0,No,1000,0,0,0
Ultrabook,14.0,2560x1440,Intel i7,8,Windows 7,1.54,2198.19,No,0,256,0,0
Notebook,15.6,1366x768,Intel i5,4,Windows 7,2.24,737.0,No,500,0,0,0
Gaming,15.6,1920x1080,Intel i7,8,Windows 10,2.3,1169.0,No,1000,128,0,0
Notebook,13.3,1920x1080,Intel i7,16,Windows 10,1.4,1499.0,No,0,512,0,0
Notebook,15.6,1920x1080,AMD A12,6,Windows 10,2.2,597.57,No,0,256,0,0
Ultrabook,13.3,1920x1080,Intel i7,8,Windows 10,1.45,1280.0,No,0,256,0,0
Notebook,15.6,1366x768,Intel i3,4,Linux,2.4,361.8,No,500,0,0,0
2 in 1 Convertible,17.3,1920x1080,Intel i7,16,Windows 10,2.77,1799.0,Yes,0,512,0,0
Notebook,14.0,1920x1080,Intel i5,4,Windows 7,1.54,1099.99,No,0,256,0,0
Gaming,15.6,1920x1080,Intel i7,16,Windows 10,2.5,1600.0,No,1000,256,0,0
Notebook,14.0,1366x768,Intel i5,4,Windows 10,1.6,875.0,No,500,0,0,0
Gaming,15.6,1920x1080,Intel i7,16,Windows 10,2.34,2325.0,No,1000,256,0,0
Notebook,15.6,1920x1080,Intel i5,8,No OS,2.3,573.0,No,0,256,0,0
2 in 1 Convertible,13.3,3200x1800,Intel i5,8,Windows 10,1.24,1813.0,Yes,0,256,0,0
Notebook,15.6,1366x768,Intel Pentium,4,Linux,2.2,324.0,No,500,0,0,0
Notebook,15.6,1366x768,AMD A6,4,Windows 10,1.86,399.0,No,500,0,0,0
Notebook,15.6,1920x1080,Intel i3,6,Windows 10,2.4,569.0,No,0,128,0,0
Notebook,14.0,1920x1080,Intel i5,8,Windows 10,1.9,1072.0,No,0,256,0,0
Notebook,15.6,1366x768,Intel Pentium,4,Windows 10,2.2,443.99,No,500,0,0,0
Notebook,15.6,1366x768,Intel Celeron,4,Windows 10,2,339.0,No,1000,0,0,0
Gaming,17.3,1920x1080,Intel i7,16,Windows 10,4.0,1900.0,No,1000,128,0,0
Notebook,15.6,1366x768,Intel i3,4,Windows 10,2.29,490.0,No,500,0,0,0
Notebook,15.6,1920x1080,Intel i7,8,Windows 7,2.32,895.0,No,0,0,1000,0
Gaming,15.6,1920x1080,Intel i7,8,Windows 10,2.4,1229.0,No,1000,128,0,0
2 in 1 Convertible,14.0,1920x1080,Intel i5,4,Windows 10,1.8,833.01,Yes,0,128,0,0
Ultrabook,13.3,1920x1080,Intel M ,8,Windows 10,1.2,729.0,No,0,512,0,0
Notebook,15.6,1366x768,Intel i3,6,Windows 10,2.3,459.0,No,1000,0,0,0
Notebook,15.6,1366x768,Intel Celeron,4,Linux,2.4,289.0,No,500,0,0,0
Notebook,15.6,1366x768,Intel Celeron,2,Windows 10,2.20,379.0,No,500,0,0,0
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,2.6,899.0,No,1000,0,0,0
Notebook,15.6,1920x1080,AMD A9,6,Windows 10,2.04,549.99,No,0,0,1000,0
Notebook,15.6,1366x768,Intel i7,8,Linux,2.3,805.99,No,1000,0,0,0
Netbook,11.6,1366x768,Intel Celeron,2,Windows 10,1.17,209.0,No,0,0,0,32
Notebook,15.6,1366x768,Intel i7,4,Windows 10,2.2,720.32,No,500,0,0,0
2 in 1 Convertible,14.0,1920x1080,Intel i7,4,Windows 10,1.8,638.0,Yes,0,128,0,0
2 in 1 Convertible,13.3,3200x1800,Intel i7,16,Windows 10,1.3,1499.0,Yes,0,512,0,0
Notebook,14.0,1366x768,Intel Celeron,2,Windows 10,1.5,229.0,No,0,0,0,64
Notebook,15.6,1366x768,Intel i7,6,Windows 10,2.19,764.0,No,1000,0,0,0
Notebook,15.6,1366x768,Intel Celeron,4,Windows 10,2.2,369.0,No,500,0,0,0
Ultrabook,13.3,1920x1080,Intel M ,8,Windows 10,1.2,729.0,No,0,512,0,0
Notebook,15.6,1366x768,Intel i3,6,Windows 10,2.3,459.0,No,1000,0,0,0
Notebook,15.6,1366x768,Intel Celeron,4,Linux,2.4,289.0,No,500,0,0,0
Notebook,15.6,1366x768,Intel Celeron,2,Windows 10,2.20,379.0,No,500,0,0,0
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,2.6,899.0,No,1000,0,0,0
Notebook,15.6,1920x1080,AMD A9,6,Windows 10,2.04,549.99,No,0,0,1000,0
Notebook,15.6,1366x768,Intel i7,8,Linux,2.3,805.99,No,1000,0,0,0
Netbook,11.6,1366x768,Intel Celeron,2,Windows 10,1.17,209.0,No,0,0,0,32
Notebook,15.6,1366x768,Intel i7,4,Windows 10,2.2,720.32,No,500,0,0,0
2 in 1 Convertible,14.0,1920x1080,Intel i7,4,Windows 10,1.8,638.0,Yes,0,128,0,0
2 in 1 Convertible,13.3,3200x1800,Intel i7,16,Windows 10,1.3,1499.0,Yes,0,512,0,0
Notebook,14.0,1366x768,Intel Celeron,2,Windows 10,1.5,229.0,No,0,0,0,64
Notebook,15.6,1366x768,Intel i7,6,Windows 10,2.19,764.0,No,1000,0,0,0
Notebook,15.6,1366x768,Intel Celeron,4,Windows 10,2.2,369.0,No,500,0,0,0
Ultrabook,13.3,1920x1080,Intel M ,8,Windows 10,1.2,729.0,No,0,512,0,0
Notebook,15.6,1366x768,Intel i3,6,Windows 10,2.3,459.0,No,1000,0,0,0
Notebook,15.6,1366x768,Intel Celeron,4,Linux,2.4,289.0,No,500,0,0,0
Notebook,15.6,1366x768,Intel Celeron,2,Windows 10,2.20,379.0,No,500,0,0,0
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,2.6,899.0,No,1000,0,0,0
Notebook,15.6,1920x1080,AMD A9,6,Windows 10,2.04,549.99,No,0,0,1000,0
Notebook,15.6,1366x768,Intel i7,8,Linux,2.3,805.99,No,1000,0,0,0
Netbook,11.6,1366x768,Intel Celeron,2,Windows 10,1.17,209.0,No,0,0,0,32
Notebook,15.6,1366x768,Intel i7,4,Windows 10,2.2,720.32,No,500,0,0,0
2 in 1 Convertible,14.0,1920x1080,Intel i7,4,Windows 10,1.8,638.0,Yes,0,128,0,0
2 in 1 Convertible,13.3,3200x1800,Intel i7,16,Windows 10,1.3,1499.0,Yes,0,512,0,0
Notebook,14.0,1366x768,Intel Celeron,2,Windows 10,1.5,229.0,No,0,0,0,64
Notebook,15.6,1366x768,Intel i7,6,Windows 10,2.19,764.0,No,1000,0,0,0
Notebook,15.6,1366x768,Intel Celeron,4,Windows 10,2.2,369.0,No,500,0,0,0
